2016/03/06,22:30:43.004Z,I would like to know how the EU intends to get these people back to Turkey they won't go voluntarily because they know all their friends and families are living the good life in Europe.,Bondi,67,67,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:26:18.846Z,Europe urgently needs to take in these people after ruining most of A'frica and A'sia thanks to centuries of lmperialism and oppression. ,Bradford United Kingdom,-130,136,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:25:37.879Z,Vote purple - it wasn't 600000 thousand new NIC numbers thT were issued IT WAS 800000 FOR EACH OF THE PAST 2 YEARS AND THAT DOESN'T INCLUDE THE 1.5 MILLION ILLEGALS THAT THE AUTHORITIES HAVE LOST IN OUR COUNTRY.  VOTE BREXIT.,Norwich United Kingdom,72,72,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:25:37.339Z,They can s t a r v e f r e e z e or drown for all I care as long as they dont end up in our over crow-ded is-land,LONDON United Kingdom,74,88,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:24:44.555Z,Lets hope the cold snap lasts.,london,69,73,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:23:55.786Z,Merkel you Monster!,Calgary Canada,59,59,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:21:46.625Z,Sort the war out and there'll be no need for them to go anywhere..how's the war going anyway that our PM was so keen for us to get involved in..it's not as if we get nightly updates with people pointing at maps or anything..,Benfleet United Kingdom,33,35,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:21:02.868Z,uncivilized..... and determined to stay that way....worse than cave men...,Newcastle UK-Tampa FL United States,50,54,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:21:01.757Z,Hopefully these desperate migrants will see sense and go back home.,Norwich United Kingdom,48,50,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:20:43.256Z,Just the kind of people we don't need or want in the UK.,London United Kingdom,58,58,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:19:31.367Z,GO HOME...WHERE IT'S WARM....,Newcastle UK-Tampa FL United States,63,65,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:17:20.792Z,People who think they have a right to break into any country they feel will feed house and look after them for free.  ,coventry,69,69,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
2016/03/06,22:17:20.266Z,Set us back 100 years if we keep letting them in.The developed world will soon be undeveloped.,Bolton United Kingdom,60,60,EU leaders set to push Turkey to agree to deportation of migrants from Greece,/news/article-3478861/EU-leaders-set-push-Turkey-agree-large-scale-deportation-economic-migrants-Greece-amid-fears-fresh-surge-100-000-warmer-spring-months.html
